0.0007399714,0.1912239305,-0.022217317,1
0.0007685428,0.1588888193,-0.022404000,1
0.0004282571,-0.035121847,-0.021921199,1
0.0004256857,-0.035121847,-0.022017759,1
0.0010828285,0.2235590417,-0.022463828,1
0.0010542571,0.1912239305,-0.022313877,1
0.0004828285,-0.035121847,-0.021863263,1
0.0007113999,0.1588888193,-0.022211523,1
0.0005685428,0.0618834857,-0.021729978,1
0.0004828285,-0.164462292,-0.021856826,1
0.0005283428,0.1265537081,-0.022183682,-1
0.0004285142,-0.067456959,-0.022532740,1
0.0005685428,0.0295483745,-0.021979135,1
0.0004713999,0.0942185969,-0.022532740,1
0.0005856571,0.0295483745,-0.021889012,1
0.0003971142,0.0295483745,-0.021923961,-1
0.0007399714,0.1265537081,-0.022204442,1
0.0007427999,0.0942185969,-0.022281690,1
0.0005285428,-0.067456959,-0.021689455,1
0.0006853999,0.0942185969,-0.022172255,1
0.0002539714,-0.326137848,-0.021670143,-1
0.0009113999,0.1265537081,-0.021842303,1
0.0010571142,0.1588888193,-0.021950399,1
0.0012139713,0.2558941530,-0.022532747,1
0.0003656857,-0.229132515,-0.021290339,1
0.0009685428,0.1912239305,-0.022134275,1
0.0011971142,0.1912239305,-0.022286911,1
0.0009711142,0.1265537081,-0.022198005,1
0.0012542571,0.2235590417,-0.022436186,1
0.0009425428,0.0295483745,-0.021841942,1
0.0004853999,0.0618834857,-0.022024197,-1
0.0010713999,0.1588888193,-0.022030634,1
0.0005282571,0.1265537081,-0.021953386,-1
0.0005139714,-0.035121847,-0.021856826,1
0.0009996856,0.2235590417,-0.022320314,1
0.0011425428,0.1912239305,-0.022178184,1
0.0007399714,0.1588888193,-0.021567145,1
0.0003142285,-0.035121847,-0.022532019,1
0.0008256856,0.1588888193,-0.022106073,1
0.0004571142,-0.326137848,-0.022455498,-1
0.0003911142,-0.035121847,-0.021631519,-1
0.0008256856,0.1588888193,-0.022279115,1
0.0006256856,-0.035121847,-0.022024197,1
0.0004142571,-0.390808071,-0.021374025,1
0.0007425428,0.1912239305,-0.022198005,-1
0.0002256857,-0.196797403,-0.022532740,-1
0.0008256856,-0.002786736,-0.021607443,1
0.0005968285,0.0295483745,-0.021824600,1
0.0010828285,0.2235590417,-0.022392702,1
0.0009399714,0.0618834857,-0.022104644,1
0.0006228285,-0.035121847,-0.021562182,1
0.0014142571,0.2235590417,-0.022268816,1
0.0010856856,0.1912239305,-0.021972698,1
0.0002568285,-0.358472960,-0.022442624,-1
0.0004853999,-0.067456959,-0.021953386,1
0.0004285428,0.0942185969,-0.022532747,1
0.0004285428,-0.002786736,-0.022532747,1
0.0004513999,-0.002786736,-0.022172255,1
0.0004428285,-0.035121847,-0.021681730,1
0.0006542571,-0.002786736,-0.021939867,1
0.0008282571,0.1265537081,-0.022275253,1
0.0005285428,0.0295483745,-0.022056383,1
0.0001771142,-0.390808071,-0.021709983,-1
0.0008528285,0.1588888193,-0.022326752,1
0.0009971142,0.1912239305,-0.022186733,1
0.0002285428,-0.390808071,-0.020997028,1
0.0002996857,-0.261467626,-0.021496334,-1
0.0003856857,-0.067456959,-0.021889012,-1
0.0003685428,-0.196797403,-0.022532740,-1
0.0008282571,0.1912239305,-0.022062821,1
0.0014570856,0.2235590417,-0.022308083,1
0.0003971142,-0.035121847,-0.021618644,1
0.0005685428,0.0295483745,-0.022057735,-1
0.0007971142,0.0942185969,-0.022004884,1
0.0013111142,0.1912239305,-0.022187782,1
0.0010856856,0.1912239305,-0.021972698,1
0.0011399713,0.1588888193,-0.021760265,1
0.0005428285,0.0942185969,-0.022243066,-1
0.0003942571,-0.067456959,-0.021901887,-1
0.0004711142,-0.002786736,-0.021882369,1
0.0007113999,0.1265537081,-0.022281690,1
0.0010828285,0.1588888193,-0.022295196,1
0.0005971142,-0.067456959,-0.021753828,1
0.0004853999,0.0618834857,-0.022024197,-1
0.0009942571,0.2235590417,-0.022358938,1
0.0003399714,-0.035121847,-0.022049946,1
0.0007285428,0.1912239305,-0.022255941,1
0.0011425428,0.1912239305,-0.022390623,1
0.0002542571,-0.390808071,-0.021921199,1
0.0006542571,-0.002786736,-0.021646125,-1
0.0008713999,-0.002786736,-0.021761437,1
0.0010542571,0.0942185969,-0.022095007,1
0.0007711142,0.0942185969,-0.022532747,1
0.0007971142,0.1588888193,-0.022532747,1
0.0007708285,0.1265537081,-0.022532747,1
0.0008568285,0.1588888193,-0.022214098,1
0.0008142571,0.1912239305,-0.022416874,1
0.0002828285,-0.293802737,-0.021730943,1
0.0006256856,0.0295483745,-0.021750101,1
0.0004542571,-0.132127181,-0.021295599,1
0.0007971142,0.1265537081,-0.021977487,1
0.0007685428,0.1265537081,-0.021721641,1
0.0004542571,-0.067456959,-0.021895450,1
0.0006256856,0.0295483745,-0.021833510,1
0.0013113999,0.1912239305,-0.022449061,1
0.0008256856,0.1265537081,-0.022201326,1
0.0008513999,0.1912239305,-0.022344570,1
0.0002542571,-0.358472960,-0.022525595,1
0.0008542571,0.1265537081,-0.022051233,1
0.0006799714,0.1588888193,-0.022167369,-1
0.0007685428,0.1265537081,-0.021959823,1
0.0007685428,0.1265537081,-0.021959823,1
0.0010256856,0.1912239305,-0.022390848,1
0.0008256856,0.1588888193,-0.022416874,1
0.0004828285,-0.164462292,-0.021692796,1
0.0005139714,-0.035121847,-0.021934074,1
0.0005685428,0.0618834857,-0.021898604,1
0.0004256857,-0.132127181,-0.022178693,1
0.0006568285,0.0295483745,-0.022004884,1
0.0009113999,0.1588888193,-0.022243066,1
0.0009685428,0.1912239305,-0.022243066,1
0.0007399714,0.0618834857,-0.022532103,-1
0.0009399714,0.1588888193,-0.022159381,1
0.0006256856,0.0295483745,-0.022123402,1
0.0006542571,0.0295483745,-0.021953386,1
0.0008542571,0.1912239305,-0.022410437,1
0.0007685428,0.1912239305,-0.022270657,1
0.0010768285,0.2235590417,-0.022482683,1
0.0005971142,0.0295483745,-0.021831076,1
0.0008853999,0.1588888193,-0.022094949,1
0.0006828285,0.0295483745,-0.022138582,1
0.0009685428,0.1912239305,-0.022259160,1
0.0007711142,0.1265537081,-0.021940511,1
0.0010828285,0.2235590417,-0.022374015,1
0.0008828285,0.1265537081,-0.022217317,1
0.0010256856,0.2235590417,-0.022410437,1
0.0006256856,0.0618834857,-0.022146506,1
0.0002542571,-0.326137848,-0.021148254,1
0.0006342571,0.0295483745,-0.022050590,1
0.0004568285,-0.002786736,-0.022532740,-1
0.0005685428,0.1265537081,-0.022532747,1
0.0010828285,0.1265537081,-0.022099385,1
0.0009971142,0.1588888193,-0.022532747,1
0.0009399714,0.1265537081,-0.022170846,1
0.0009113999,0.1912239305,-0.022301002,1
0.0009113999,0.1265537081,-0.022254640,1
0.0007113999,0.1588888193,-0.022532103,-1
0.0008542571,0.1265537081,-0.021727100,1
0.0006256856,0.0942185969,-0.022532103,1
0.0005113999,0.0295483745,-0.021760265,1
0.0006256856,0.1912239305,-0.022307440,-1
0.0007113999,0.1912239305,-0.022217317,1
0.0008853999,0.1912239305,-0.022278645,1
0.0005685428,-0.099792070,-0.022101445,1
0.0007685428,0.1912239305,-0.022532740,1
0.0010168285,0.1912239305,-0.022200477,1
0.0006828285,0.1588888193,-0.022140069,1
0.0012999713,0.2235590417,-0.022340914,1
0.0007713999,0.1265537081,-0.021966260,1
0.0010828285,0.1912239305,-0.022410437,1
0.0004282571,-0.035121847,-0.021811764,1
0.0010828285,0.1912239305,-0.022532740,1
0.0005399714,-0.067456959,-0.022030634,1
0.0006256856,0.0618834857,-0.022211523,1
0.0005371142,-0.035121847,-0.022069258,1
0.0008542571,0.1912239305,-0.022246929,1
0.0007971142,0.1912239305,-0.022268764,-1
0.0005942571,-0.035121847,-0.021927636,1
0.0008542571,0.1265537081,-0.022140069,1
0.0002999428,-0.164462292,-0.021760265,-1
0.0007399714,0.1912239305,-0.022501204,1
0.0005285428,-0.067456959,-0.022532740,1
0.0010713999,0.1912239305,-0.022280210,1
0.0003971142,-0.132127181,-0.021766703,1
0.0009971142,0.1588888193,-0.022149866,1
0.0006542571,0.1588888193,-0.022210879,1
0.0006713999,0.1588888193,-0.021959823,1
0.0003085428,-0.196797403,-0.022028896,1
0.0006539714,0.0942185969,-0.022085203,1
0.0009085428,0.1588888193,-0.021984208,1
0.0006256856,0.1912239305,-0.022052296,-1
0.0005371142,0.0295483745,-0.022061185,1
0.0010713999,0.2235590417,-0.022087997,1
0.0008253999,0.1912239305,-0.022439321,1
0.0006253999,0.0618834857,-0.021637943,1
0.0006256856,-0.035121847,-0.021982998,1
0.0005685428,0.1265537081,-0.022017057,1
0.0004828285,-0.099792070,-0.022532071,1
0.0003971142,-0.132127181,-0.022532096,1
0.0002799714,-0.358472960,-0.021606870,-1
0.0002513999,-0.390808071,-0.020886319,-1
0.0008142571,0.1588888193,-0.021969479,1
0.0010282571,0.1265537081,-0.021931029,1
0.0008828285,0.1265537081,-0.022130413,1
0.0010542571,0.1265537081,-0.022532103,1
0.0003085428,-0.196797403,-0.021642230,1
0.0006571142,0.1265537081,-0.022062821,1
0.0005971142,-0.035121847,-0.021393337,1
0.0013139713,0.1912239305,-0.022223754,1
0.0005711142,0.0942185969,-0.021712951,-1
0.0003596857,-0.099792070,-0.022532103,-1
0.0008422571,0.1265537081,-0.021924418,1
0.0006256856,0.0295483745,-0.022061533,1
0.0008828285,0.1265537081,-0.021995840,1
0.8857142318,0.1588888193,-0.022217317,1
0.0005113999,-0.067456959,-0.021824639,1
0.0011996571,0.2558941530,-0.022532747,1
0.0011996571,0.2558941530,-0.022532747,1
0.0011993713,0.2558941530,-0.022532747,1
0.0011993713,0.2558941530,-0.022532747,1
0.0011993713,0.2558941530,-0.022532747,1
0.0004828285,-0.067456959,-0.021386900,1
0.0011993713,0.2558941530,-0.022532747,1
0.0011996571,0.2558941530,-0.022532747,1
0.0011113999,0.2235590417,-0.022455498,1
0.0008256856,0.1912239305,-0.022120757,1
0.0003856857,-0.261467626,-0.022532747,1
0.0003285428,-0.196797403,-0.021985572,1
0.0010256856,0.1588888193,-0.022255941,1
0.0005139714,-0.035121847,-0.022114319,-1
0.0011996856,0.2558941530,-0.022532747,1
0.0008256856,0.1588888193,-0.022195430,1
0.0011113999,0.1588888193,-0.022391125,1
0.0007113999,0.0942185969,-0.021773140,1
0.0006828285,0.1912239305,-0.022404000,1
0.0012542571,0.2558941530,-0.022532747,-1
0.0005399714,0.0942185969,-0.022210879,-1
0.0011993713,0.2558941530,-0.022532747,1
0.0004285428,0.0295483745,-0.022532747,-1
0.0002853999,-0.293802737,-0.021631519,1
0.0007142571,-0.099792070,-0.021889012,1
0.0005685428,-0.099792070,-0.021674295,1
0.0009713999,0.1265537081,-0.022088570,1
0.0011399713,0.1588888193,-0.022010678,1
0.0004256857,0.0618834857,-0.022532032,-1
0.0007711142,0.1265537081,-0.021994585,1
0.0008799714,0.1912239305,-0.022284703,1
0.0005399714,0.0295483745,-0.016095411,1
0.0008282571,0.1265537081,-0.020014452,1
0.0009685428,0.0618834857,-0.022030634,1
0.0006256856,-0.035121847,-0.021901887,1
0.0004828285,-0.067456959,-0.021766703,1
0.0008685428,0.1265537081,-0.022532740,1
0.0002256857,-0.293802737,-0.021554271,-1
0.0005142571,-0.067456959,-0.022532032,1
0.0001996857,-0.390808071,-0.021466079,1
0.0004542571,-0.067456959,-0.021901372,1
0.0004853999,-0.002786736,-0.021940511,1
0.0005685428,0.1912239305,-0.022204442,-1
0.0006282571,0.1912239305,-0.022301002,1
0.0005139714,-0.164462292,-0.021534958,1
0.0003996857,-0.099792070,-0.021856826,1
0.0003399714,-0.067456959,-0.021683017,-1
0.0007853999,0.1265537081,-0.022088570,1
0.0005085428,-0.035121847,-0.021995917,1
0.0004856857,-0.035121847,-0.022532032,-1
9.9971425715,-0.520148516,6.4148096547,-1
